Month,Business_Entity,Forecast_Revenue,Actual_Revenue,Remarketing_Revenue,Freight_Cost,Legal_Cost,Material_Cost,Capital_Cost,Rebates,Deferred_Revenue,Gross_Margin,Disruption_Event,Variance_$,Variance_%,High_Variance_Risk
2022-12-01,Property & Casualty,5370423.43,5482601.36,488960.03,171870.17,107449.67,628057.18,132019.46,65905.89,261445.82,4377298.99,0,112177.93000000063,0.020888097831049543,0
2023-01-01,Property & Casualty,5660755.48,4483799.93,319223.2,338539.12,201784.51,701638.33,128640.27,77817.19,163951.0,3035380.51,1,-1176955.5500000007,-0.20791492481141416,1
2023-02-01,Property & Casualty,5890310.14,5858731.8,449251.77,174811.79,84509.0,629884.03,142038.34,121312.09,167607.04,4706176.55,0,-31578.33999999985,-0.005361065758754742,0
2023-03-01,Property & Casualty,6008993.96,5202987.34,236667.3,336667.63,220047.34,774092.52,132168.11,85815.57,257518.13,3654196.17,1,-806006.6200000001,-0.13413337163680558,1
2023-04-01,Property & Casualty,5995913.78,5990180.58,352189.16,174646.78,89677.67,685757.3,143275.2,174354.35,308351.35,4722469.28,0,-5733.200000000186,-0.0009561845300584336,0
2023-05-01,Property & Casualty,5865551.21,5780823.1,304843.21,206341.25,116109.55,726320.4,153163.03,161298.58,262835.45,4417590.28,0,-84728.11000000034,-0.014445037979644599,0
2023-06-01,Property & Casualty,5664481.74,5828567.88,252567.01,174215.23,118930.76,687336.98,156778.59,137580.75,126287.09,4553725.58,0,164086.13999999966,0.028967546817442767,0
2023-07-01,Property & Casualty,5459356.27,4261430.51,233640.51,273992.54,209003.17,652401.39,138013.95,57453.4,102000.86,2930566.06,1,-1197925.7599999998,-0.21942619253167,1
2023-08-01,Property & Casualty,5319238.37,5387325.42,421389.23,202404.22,111203.92,615710.65,157967.23,76035.34,133904.43,4224004.08,0,68087.04999999981,0.012800150183906839,0
2023-09-01,Property & Casualty,5296972.4,5378044.78,357721.22,206853.3,113571.32,752961.29,148671.07,116426.35,268487.74,4039561.44,0,81072.37999999989,0.015305418619889332,0
2023-10-01,Property & Casualty,5414603.63,5570484.65,405664.59,190157.12,112188.32,648078.22,134865.94,104658.82,247984.51,4380536.22,0,155881.02000000048,0.02878899927897409,0
2023-11-01,Property & Casualty,5656865.74,5718202.01,285186.89,192248.37,127356.98,760061.83,157398.86,155691.77,307985.64,4325444.21,0,61336.26999999955,0.010842801087939476,0
2023-12-01,Property & Casualty,5974641.25,6025277.03,317002.18,194946.82,144698.77,748142.04,157847.43,153818.99,278647.81,4625822.99,0,50635.78000000026,0.008475116392971755,0
2024-01-01,Property & Casualty,6297638.1,6346647.88,551329.51,200029.03,130800.94,688445.46,149551.73,127675.86,340358.8,5050144.86,0,49009.78000000026,0.007782247760473925,0
2024-02-01,Property & Casualty,6553019.58,6644669.16,445936.11,204357.74,159910.77,765924.37,141338.32,157994.99,365011.06,5215142.97,0,91649.58000000007,0.01398585474698064,0
2024-03-01,Property & Casualty,6685056.33,6585817.62,415419.37,209075.77,125352.72,689008.63,151827.13,138971.94,324831.31,5271581.43,0,-99238.70999999996,-0.014844857709673176,0
2024-04-01,Property & Casualty,6670504.52,6764149.54,334157.35,219782.25,121294.75,737913.38,157877.15,170590.6,144837.04,5356691.4,0,93645.02000000048,0.014038671245814625,0
2024-05-01,Property & Casualty,6525475.06,6299812.84,298890.86,193156.44,139738.55,730120.78,172913.19,174655.48,275438.99,4889228.41,0,-225662.21999999974,-0.034581730513885335,0
2024-06-01,Property & Casualty,6301783.58,6241714.64,378441.98,189628.26,148088.6,725762.19,181130.72,142601.4,141026.2,4854503.48,0,-60068.94000000041,-0.00953205378087586,0
2024-07-01,Property & Casualty,6073579.78,6343221.1,445131.63,234437.74,146245.95,802372.53,168328.47,126643.13,146416.33,4865193.27,0,269641.31999999937,0.04439578136240426,0
2024-08-01,Property & Casualty,5917697.44,4971220.01,394867.73,305460.62,318968.58,746197.58,156226.79,92864.32,117042.49,3351502.13,1,-946477.4300000006,-0.15994015233059983,1
2024-09-01,Property & Casualty,5892926.35,6105652.41,549004.24,222488.12,137602.75,815774.04,180280.82,156994.84,151013.83,4592511.85,0,212726.06000000052,0.03609854380752621,0
2024-10-01,Property & Casualty,6023792.09,6003922.93,492262.33,231842.55,109848.76,707866.97,169300.25,103535.9,200413.66,4681528.49,0,-19869.16000000015,-0.0032984471746600654,0
2024-11-01,Property & Casualty,6293310.73,5498928.18,478593.51,322700.32,294678.39,692507.54,172195.82,105380.02,216211.01,3911466.09,1,-794382.5500000007,-0.12622649414293272,1
2024-12-01,Property & Casualty,6646838.65,6711158.06,295492.8,219801.69,163265.63,907292.85,165511.59,169861.14,176881.47,5085425.14,0,64319.40999999922,0.009676691941363615,0
